   1000000.0000000000       1.43045285815428963E-003  7.85166113152704366E-006
   1174897.5557457723       1.29599165792724678E-003  6.48864506309504525E-006
   1380384.2664973901       1.17381970692632519E-003  5.35731987198033658E-006
   1621810.1006977041       1.06277090892227749E-003  4.41861706992917599E-006
   1905460.7231935374       9.61925609880427495E-004  3.64101782554752181E-006
   2238721.1462496584       8.70366377501106568E-004  2.99745444896662514E-006
   2630268.0027250974       7.87121584611938721E-004  2.46447997467026550E-006
   3090295.4473580313       7.11902536702093617E-004  2.02605991077941432E-006
   3630780.5676332386       6.43553322029068284E-004  1.66358064816480354E-006
   4265795.2143615391       5.81606789467927800E-004  1.36486974056811662E-006
   5011872.3706653854       5.25454344411926456E-004  1.11881708895378211E-006
   5888436.5980045302       4.74620311332000307E-004  9.16517120886486140E-007
   6918309.7661594730       4.28554396240880375E-004  7.50114037141681631E-007
   8128305.2341528703       3.86748109898257884E-004  6.13133193717857803E-007
   9549925.9519617744       3.49158447433674875E-004  5.01455347228729601E-007
   11220184.658513006       3.15041142273526410E-004  4.09576176476451206E-007
   13182567.530303143       2.84190870541815854E-004  3.34315434967444291E-007
   15488166.369806744       2.56300721611757106E-004  2.72708542141178809E-007
   18197008.810869813       2.31093431752066260E-004  2.22314415549864604E-007
   21379621.173775226       2.08322889407693641E-004  1.81131222157181251E-007
   25118864.659839071       1.87755812969337121E-004  1.47492557595032324E-007
   29512092.691953782       1.69184168466610520E-004  1.20034747651302094E-007
   34673685.568719164       1.52420989300714111E-004  9.76392557485993314E-008
   40738028.423385605       1.37291939069438988E-004  7.93813640619322017E-008
   47863010.020537548       1.23642003872268940E-004  6.45064389328234313E-008
   56234133.483764961       1.11334372905421401E-004  5.23990434871826814E-008
   66069345.979556948       1.00227149427485089E-004  4.25386954742893226E-008
   77624713.101103216       9.02184121600047435E-005  3.45230051505694262E-008
   91201085.687952995       8.11946320796843105E-005  2.80050801035384461E-008
   107151932.65613671       7.30634013609041491E-005  2.27094714699256401E-008
   125892543.77113061       6.57373445889937978E-005  1.84085653010311782E-008
   147910841.96331900       5.91379075228647521E-005  1.49169917189708012E-008
   173780086.69100270       5.31947664364823268E-005  1.20839265246427053E-008
   204173799.09054747       4.78422690186694493E-005  9.78551968620738682E-009
