   239883297.49881259       4.30237030206594463E-005  7.92203615009148006E-009
   281838299.89559084       3.86919121776546515E-005  6.41348997389531471E-009
   331131129.66287363       3.47824426653420922E-005  5.18778758430011610E-009
   389045154.87224662       3.12699136080867002E-005  4.19660697379381879E-009
   457088201.53413796       2.81091174880538263E-005  3.39390166001668257E-009
   537031810.74268961       2.52503891087330583E-005  2.74082310756549750E-009
   630957361.79931211       2.27079812168677375E-005  2.21828712579758710E-009
   741310262.15781271       2.04077024943845727E-005  1.79286408310698709E-009
   870963615.05847180       1.83391663017927256E-005  1.44876719792392523E-009
   1023293022.4757003       1.64791953613480324E-005  1.17050871512639929E-009
   1202264470.9184039       1.48070973008755975E-005  9.45561201716640026E-010
   1412537588.2420168       1.33036127746097129E-005  7.63696940226379870E-010
   1659586959.8245735       1.19522973540295710E-005  6.16740514553240062E-010
   1949844662.6454484       1.07376480153244218E-005  4.97992176552278581E-010
   2290867728.2260776       9.64585793861505343E-006  4.02047970100433040E-010
   2691534894.4296885       8.66521556570074282E-006  3.24589860459372230E-010
   3162277768.6698961       7.78343644806850883E-006  2.61992012222689677E-010
   3715352420.9994555       6.99141635795659373E-006  2.11462911679492884E-010
   4365158478.1663971       6.27973074586031466E-006  1.70661177146367861E-010
   5128614026.4406357       5.64031457479400757E-006  1.37720618975408430E-010
   6025596084.0285854       5.06586421217260102E-006  1.11129763446839652E-010
   7079458111.0364828       4.54967603467284817E-006  8.96617390376009223E-011
   8317638030.6613455       4.08683287060775334E-006  7.23660798448851691E-011
   9772372591.8020935       3.66983205120331280E-006  5.83662694993636747E-011
   11481536671.945255       3.29579632516385214E-006  4.70859888003527153E-011
   13489629372.073931       2.95985186020732963E-006  3.79844656174593920E-011
   15848932577.166037       2.65811899624289209E-006  3.06410824604849795E-011
   18620872146.091919       2.38707588652703276E-006  2.47156126025903292E-011
   21877617170.297928       2.14416902361615899E-006  1.99450555120381259E-011
   25703958938.924774       1.92508490673722962E-006  1.60801730674345398E-011
   30199518530.332413       1.72877042923919137E-006  1.29698387016794889E-011
   35481340505.986710       1.55247452571714699E-006  1.04610089485353631E-011
   41686940235.067245       1.39412612119904164E-006  8.43702624729339506E-012
   48977884188.700592       1.24374167461766810E-006  6.71592559040390753E-012
   57543996418.903831       1.12423712217096720E-006  5.48796488804006853E-012
   67608300740.413582       1.00955885203061925E-006  4.42597311296702196E-012
   79432827288.037003       9.06595909084101281E-007  3.56960267608600250E-012
   93325434626.690750       8.14134130792358557E-007  2.87891104992203227E-012
   109647825031.81082       7.30905133516585435E-007  2.32059663628678949E-012
   128824961622.71463       6.56505421623292536E-007  1.87237496210562636E-012
   151356132529.57034       5.89545094982598373E-007  1.51003314812922763E-012
   177827950156.12537       5.29406940862361535E-007  1.21777107373879552E-012
   208929623981.71271       4.75408435955562466E-007  9.82091624868200844E-013
   245470904538.99753       4.47522776384848557E-007  8.70293099004395330E-013
   288403165749.57196       3.83370873641206338E-007  6.38725601552930555E-013
   338844174508.51495       3.44274854142337247E-007  5.15125373504530864E-013
   398107192408.74811       3.09158708972176952E-007  4.15422404161656161E-013
   467735167285.85004       2.77623640292252191E-007  3.35013960933009493E-013
   549540904780.48511       2.49311519728003277E-007  2.70181951699413569E-013
   645654265808.91211       2.23907163154892313E-007  2.17935448354066866E-013
   758577618755.72192       1.91120319234243520E-007  1.58793671591706162E-013
   891250990119.54602       1.80542254486432967E-007  1.41705425757881435E-013
   1047128609847.4540       1.62128480340765221E-007  1.14278384085534870E-013
   1230268844261.2422       1.45586973468644695E-007  9.21522989736535730E-014
   1445439858032.7095       1.30744366650011787E-007  7.43227535115104323E-014
   1698243756180.1465       1.17405045810241041E-007  5.99326000897183771E-014
   1995262438196.5732       1.05530327262197290E-007  4.84235878345052884E-014
   2344228961708.5039       9.46714912171796403E-008  3.89720319759410649E-014
   2754228877219.7705       8.50139529688673414E-008  3.14272502454133035E-014
   3235936775809.9312       7.63398035415029030E-008  2.53418712655573073E-014
   3801894208446.9429       6.85484374360658323E-008  2.04334501584148486E-014
   4466836212708.3213       6.15543887291466085E-008  1.64768421867123134E-014
   5248074948227.7090       5.52726935762225903E-008  1.32857465962748584E-014
   6165950429043.3555       4.96304899984207657E-008  1.07119874619397392E-014
   7244360087932.6338       4.45528312920663481E-008  8.63239438068330011E-015
   8511380960254.2793       4.00258297354961242E-008  6.96736457615088223E-015
