  1.00000000000000002E-002   5034656.5282740071     
  1.17489755574577224E-002   5034656.2814986808     
  1.38038426649739008E-002   5034655.9408540027     
  1.62181010069770426E-002   5034655.4706336390     
  1.90546072319353749E-002   5034654.8215492070     
  2.23872114624965868E-002   5034653.9255639594     
  2.63026800272509742E-002   5034652.6887613349     
  3.09029544735803102E-002   5034650.9815009460     
  3.63078056763323845E-002   5034648.6248303363     
  4.26579521436153963E-002   5034645.3717283830     
  5.01187237066538574E-002   5034640.8812149242     
  5.88843659800453029E-002   5034634.6826137574     
  6.91830976615947363E-002   5034626.1262250394     
  8.12830523415287026E-002   5034614.3152403431     
  9.54992595196177407E-002   5034598.0117709152     
  0.11220184658513005        5034575.5071526989     
  0.13182567530303144        5034544.4429596132     
  0.15488166369806744        5034501.5640135305     
  0.18197008810869814        5034442.3775962228     
  0.21379621173775226        5034360.6833226951     
  0.25118864659839069        5034247.9247412551     
  0.29512092691953784        5034092.2953505712     
  0.34673685568719165        5033877.5065739378     
  0.40738028423385608        5033581.0909239668     
  0.47863010020537544        5033172.0670106029     
  0.56234133483764970        5032607.7302194806     
  0.66069345979556948        5031829.2489503650     
  0.77624713101103215        5030755.6356980791     
  0.91201085687952999        5029275.5194630716     
   1.0715193265613672        5027235.9673522003     
   1.2589254377113062        5024427.3909711624     
   1.4791084196331901        5020563.3432420269     
   1.7378008669100269        5015253.8078932995     
   2.0417379909054749        5007970.4436184792     
   2.3988329749881259        4998002.6156452717     
   2.8183829989559084        4984404.5092165228     
   3.3113112966287361        4965932.8475844013     
   3.8904515487224658        4940983.9141880814     
   4.5708820153413798        4907540.8429131294     
   5.3703181074268960        4863146.7665620763     
   6.3095736179931219        4804941.3561866777     
   7.4131026215781279        4729780.6289580101     
   8.7096361505847177        4634407.6001830883     
   10.232930224757002        4515668.5238612667     
   12.022644709184037        4370595.8364374712     
   14.125375882420167        4196361.3313348712     
   16.595869598245734        3990293.4508997295     
   19.498446626454484        3750123.7171235532     
   22.908677282260772        3474797.6385286441     
   26.915348944296884        3163100.5940226526     
   31.622777686698960        2817391.5002691750     
   37.153524209994551        2441792.9711359604     
   43.651584781663978        2045071.0265214597     
   51.286140264406356        1638686.5802842805     
   60.255960840285859        1238794.8480063130     
   70.794581110364817        865962.81304607238     
   83.176380306613453        542741.11005928123     
   97.723725918020932        289884.59685135155     
   114.81536671945256        120356.05508854837     
   134.89629372073929        32285.019641356128     
   158.48932577166036        5466.4854695409103     
   186.20872146091921        7210.4786175513727     
   218.77617170297930        9499.3735765143520     
   257.03958938924774        4972.1997700611228     
   301.99518530332409        1184.5216542052917     
   354.81340505986708        633.37352543072291     
   416.86940235067243        383.80103611828514     
   489.77884188700591        109.80757214882431     
   575.43996418903828        217.43793919214056     
   676.08300740413586        54.014413285507331     
